,url_length,domain_length,subdomain_length,path_length,._count,-_count,__count,/_count,?_count,=_count,@_count,digit_count,letter_count,special_char_count,digit_ratio,letter_ratio,has_ip,entropy,word_count,keyword_count,suspicious_tld,https,Target
0,36,15,0,10,1,0,0,4,0,0,0,0,30,6,0.0,0.8333333333333334,0,3.99313255764786,5,0,0,0,0
1,45,4,8,18,4,0,1,3,0,0,0,1,35,9,0.022222222222222223,0.7777777777777778,0,4.402529762804034,8,0,0,0,0
2,20,3,0,7,1,1,0,3,0,0,0,1,13,6,0.05,0.65,0,3.746439344671016,5,0,0,0,1
3,60,16,3,20,3,1,0,4,1,1,0,2,46,12,0.03333333333333333,0.7666666666666667,0,4.460324136950665,11,0,0,0,0
4,174,6,4,108,2,1,0,7,1,3,0,19,136,19,0.10919540229885058,0.7816091954022989,0,5.574197520174685,18,0,0,0,1
5,24,6,6,0,2,0,0,2,0,0,0,1,18,5,0.041666666666666664,0.75,0,4.168295834054489,4,0,0,0,1
6,24,3,9,0,2,0,0,2,0,0,0,0,19,5,0.0,0.7916666666666666,0,3.427694271103767,4,0,0,0,1
7,22,3,1,7,2,0,0,3,0,0,0,0,16,6,0.0,0.7272727272727273,0,3.8796640049025943,5,0,0,0,1
8,22,3,1,7,2,0,0,3,0,0,0,0,16,6,0.0,0.7272727272727273,0,3.8796640049025943,5,0,0,0,1
9,66,21,0,34,1,0,0,5,0,0,0,0,59,7,0.0,0.8939393939393939,0,4.1023022177717055,6,0,0,0,0
10,60,6,7,11,3,0,0,3,1,2,0,5,44,11,0.08333333333333333,0.7333333333333333,0,4.431832371208221,10,0,0,0,0
11,82,14,3,51,3,7,0,4,0,0,0,1,66,15,0.012195121951219513,0.8048780487804879,0,4.2430365009803,14,0,0,0,0
12,25,6,0,9,1,0,0,3,0,0,0,0,20,5,0.0,0.8,0,3.973660689688186,4,0,0,0,1
13,41,14,3,12,2,0,0,4,0,0,0,0,34,7,0.0,0.8292682926829268,0,4.045980358012782,6,0,0,0,0
14,34,5,0,18,1,0,0,3,0,0,0,6,23,5,0.17647058823529413,0.6764705882352942,0,4.550266885177092,4,0,0,0,1
15,94,20,15,47,2,0,3,3,0,0,0,42,43,9,0.44680851063829785,0.4574468085106383,0,4.644353282635302,8,0,0,0,0
16,81,4,64,0,3,0,0,2,0,0,0,11,64,6,0.13580246913580246,0.7901234567901234,0,4.6995040591732895,5,0,0,0,1
17,82,8,0,64,1,0,6,10,0,0,0,6,58,18,0.07317073170731707,0.7073170731707317,0,4.413255902698105,17,0,0,0,0
18,39,11,16,0,2,1,0,2,0,0,0,0,33,6,0.0,0.8461538461538461,0,4.182336834024969,5,0,0,0,1
19,20,3,0,7,1,1,0,3,0,0,0,0,14,6,0.0,0.7,0,3.846439344671016,5,0,0,0,1
20,60,2,36,10,3,1,0,3,0,0,0,23,29,8,0.38333333333333336,0.48333333333333334,0,4.725326379115501,7,0,0,0,1
21,53,10,3,28,3,1,0,6,0,0,0,5,37,11,0.09433962264150944,0.6981132075471698,0,4.34519946371142,10,0,0,0,0
22,103,13,3,76,2,11,0,5,0,0,0,5,79,19,0.04854368932038835,0.7669902912621359,0,4.320451563286473,18,0,0,0,0
23,20,3,0,7,1,1,0,3,0,0,0,0,14,6,0.0,0.7,0,3.746439344671016,5,0,0,0,1
24,77,15,3,47,3,4,0,5,0,0,0,6,58,13,0.07792207792207792,0.7532467532467533,0,4.544457042446443,12,0,0,0,0
25,614,8,0,10,2,0,0,3,1,2,0,196,216,202,0.31921824104234525,0.3517915309446254,0,2.114431897554324,200,0,0,0,0
26,46,3,6,20,3,0,0,4,1,1,0,3,33,10,0.06521739130434782,0.717391304347826,0,4.316827716832514,9,0,0,0,0
27,43,9,0,23,1,0,0,5,0,0,0,9,27,7,0.20930232558139536,0.627906976744186,0,4.563022534265731,6,0,0,0,1
28,21,4,0,7,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,4.070656113151928,4,0,0,0,1
29,47,9,4,22,3,1,3,3,0,0,0,8,28,11,0.1702127659574468,0.5957446808510638,0,4.3280199050447745,10,0,0,0,0
30,60,18,3,27,2,2,2,3,0,0,0,3,46,11,0.05,0.7666666666666667,0,4.61274492074611,10,0,0,0,0
31,40,7,0,22,1,0,0,5,0,0,0,3,30,7,0.075,0.75,0,4.125070520364182,6,0,0,0,0
32,61,2,36,11,3,1,0,3,0,0,0,21,32,8,0.3442622950819672,0.5245901639344263,0,4.727719665673474,7,0,0,0,1
33,25,6,7,0,2,0,0,2,0,0,0,0,20,5,0.0,0.8,0,3.893660689688186,4,0,0,0,1
34,21,3,6,0,2,0,0,2,0,0,0,0,16,5,0.0,0.7619047619047619,0,3.6897037321995474,4,0,0,0,1
35,52,8,7,25,3,0,0,5,0,0,0,6,37,9,0.11538461538461539,0.7115384615384616,0,4.125625960219347,8,0,0,0,0
36,55,11,3,27,3,2,0,4,0,0,0,0,45,10,0.0,0.8181818181818182,0,4.102474323931253,9,0,0,0,0
37,68,8,8,40,3,3,0,5,0,0,0,6,50,12,0.08823529411764706,0.7352941176470589,0,4.620571577105421,11,0,0,0,0
38,61,2,36,11,3,1,0,3,0,0,0,19,34,8,0.3114754098360656,0.5573770491803278,0,4.48081156749937,7,0,0,0,1
39,50,10,3,25,2,2,0,5,0,0,0,7,33,10,0.14,0.66,0,4.294177320667444,9,0,0,0,0
40,232,10,9,202,2,0,0,5,0,0,0,67,90,75,0.28879310344827586,0.3879310344827586,0,3.4778498961569784,70,0,0,0,0
41,37,5,10,11,2,3,0,3,0,0,0,0,28,9,0.0,0.7567567567567568,0,3.9288026092707296,8,0,0,0,1
42,130,6,3,10,4,6,0,3,1,3,0,31,79,20,0.23846153846153847,0.6076923076923076,0,4.768233335585622,18,0,0,0,0
43,43,9,0,23,1,0,0,4,0,0,0,0,37,6,0.0,0.8604651162790697,0,4.188607058216665,5,0,0,0,0
44,21,4,0,7,1,0,0,3,0,0,0,0,16,5,0.0,0.7619047619047619,0,3.7849418274376427,4,0,0,0,1
45,108,8,3,86,2,0,5,8,0,0,0,7,85,16,0.06481481481481481,0.7870370370370371,0,4.5317086612329565,15,0,0,0,0
46,61,7,3,37,4,5,0,3,0,0,0,6,42,13,0.09836065573770492,0.6885245901639344,0,4.629782477951554,12,0,0,0,0
47,189,6,4,108,3,2,2,7,1,4,0,18,145,26,0.09523809523809523,0.7671957671957672,0,5.606389562441046,25,0,0,0,1
48,56,8,10,26,3,1,1,5,0,0,0,8,37,11,0.14285714285714285,0.6607142857142857,0,4.319850905162108,10,0,0,0,0
49,83,16,3,50,4,8,0,3,0,0,0,4,63,16,0.04819277108433735,0.7590361445783133,0,4.388677727243091,15,0,0,0,0
50,87,6,3,67,2,8,0,4,0,0,0,0,72,15,0.0,0.8275862068965517,0,4.380689440133082,14,0,0,0,0
51,113,9,23,22,6,2,9,3,1,3,0,6,78,29,0.05309734513274336,0.6902654867256637,0,4.83139572964009,24,0,0,0,1
52,81,4,64,0,3,0,0,2,0,0,0,12,63,6,0.14814814814814814,0.7777777777777778,0,4.8040027437005755,5,0,0,0,1
53,21,3,0,8,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,3.8442328987631917,4,0,0,0,1
54,70,4,0,10,2,0,1,4,1,3,0,6,50,14,0.08571428571428572,0.7142857142857143,0,4.3685500767895284,13,0,0,0,0
55,21,3,0,8,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,3.939470994001287,4,0,0,0,1
56,61,20,3,26,3,0,0,4,0,0,0,0,53,8,0.0,0.8688524590163934,0,4.092131142178933,7,0,0,0,0
57,35,5,8,11,2,1,0,3,0,0,0,0,28,7,0.0,0.8,0,3.854163288856661,6,0,0,0,1
58,39,12,3,12,2,0,0,5,0,0,0,3,28,8,0.07692307692307693,0.717948717948718,0,4.089781950065051,7,0,0,0,0
59,21,3,0,8,1,0,0,3,0,0,0,3,13,5,0.14285714285714285,0.6190476190476191,0,3.7489948035250964,4,0,0,0,1
60,174,6,4,108,2,3,3,7,1,3,0,23,127,24,0.13218390804597702,0.7298850574712644,0,5.585583028951492,23,0,0,0,1
61,43,17,0,15,2,1,0,4,0,0,0,1,34,8,0.023255813953488372,0.7906976744186046,0,4.097906255195964,7,0,0,0,1
62,36,8,3,13,2,0,0,4,0,0,0,0,29,7,0.0,0.8055555555555556,0,3.982289237493327,6,0,0,0,1
63,51,7,11,22,2,1,0,5,0,0,0,0,42,9,0.0,0.8235294117647058,0,4.214803843390371,8,0,0,0,0
64,60,10,9,29,2,3,0,4,0,0,0,2,48,10,0.03333333333333333,0.8,0,4.398068512058838,9,0,0,0,0
65,83,6,4,61,2,1,0,6,0,0,0,12,61,10,0.14457831325301204,0.7349397590361446,0,5.088676106401041,9,0,0,0,1
66,27,7,0,9,1,0,0,3,0,0,0,4,18,5,0.14814814814814814,0.6666666666666666,0,4.180451390892101,4,0,0,0,1
67,50,6,32,0,2,4,0,2,0,0,0,4,37,9,0.08,0.74,0,4.279079570624175,7,0,0,0,1
68,56,16,0,29,2,2,0,4,0,0,0,4,43,9,0.07142857142857142,0.7678571428571429,0,4.280855931783247,8,0,0,0,0
69,31,5,14,0,2,1,0,2,0,0,0,1,24,6,0.03225806451612903,0.7741935483870968,0,4.103727665980414,5,0,0,0,1
70,21,3,0,8,1,0,0,3,0,0,0,2,14,5,0.09523809523809523,0.6666666666666666,0,3.8442328987631917,4,0,0,0,1
71,77,8,3,54,2,6,0,4,0,0,0,15,49,13,0.19480519480519481,0.6363636363636364,0,4.614080294380858,12,0,0,0,0
72,37,11,4,10,2,0,0,3,0,0,0,9,22,6,0.24324324324324326,0.5945945945945946,0,4.296630730201454,5,0,0,0,0
73,74,9,0,54,1,6,0,4,0,0,0,0,62,12,0.0,0.8378378378378378,0,4.266122793023215,11,0,0,0,0
74,87,17,1,57,3,6,0,4,0,0,0,0,73,14,0.0,0.8390804597701149,0,4.172860600173913,13,0,0,0,0
75,22,3,1,7,2,0,0,3,0,0,0,1,15,6,0.045454545454545456,0.6818181818181818,0,3.8796640049025943,5,0,0,0,1
76,44,11,21,0,2,0,0,2,0,0,0,0,39,5,0.0,0.8863636363636364,0,4.115808539574485,4,0,0,0,1
77,98,10,3,10,3,1,0,3,1,3,0,24,60,14,0.24489795918367346,0.6122448979591837,0,4.888867814850565,13,0,0,0,0
78,28,11,5,0,2,0,0,2,0,0,0,0,23,5,0.0,0.8214285714285714,0,3.896291529045928,4,0,0,0,1
79,86,11,0,14,2,0,0,3,1,3,0,30,44,12,0.3488372093023256,0.5116279069767442,0,4.841637650343548,11,0,0,0,0
80,24,6,6,0,2,0,0,2,0,0,0,0,19,5,0.0,0.7916666666666666,0,3.970175521464345,4,0,0,0,1
81,68,2,36,18,3,1,1,3,0,0,0,30,29,9,0.4411764705882353,0.4264705882352941,0,4.612787385738057,8,0,0,0,1
82,462,14,0,21,13,1,3,11,3,10,0,89,310,63,0.19264069264069264,0.670995670995671,1,5.673228845016808,54,3,0,0,1
83,22,1,0,11,1,0,0,3,0,0,0,2,15,5,0.09090909090909091,0.6818181818181818,0,3.624680346973648,4,0,0,0,1
84,55,8,9,26,3,1,1,5,0,0,0,8,36,11,0.14545454545454545,0.6545454545454545,0,4.219717615125919,10,0,0,0,0
85,98,22,3,53,3,4,0,5,0,0,0,6,79,13,0.061224489795918366,0.8061224489795918,0,4.504004742403142,12,0,0,0,0
86,85,13,0,62,4,4,0,4,0,0,0,12,60,13,0.1411764705882353,0.7058823529411765,0,4.453311557154469,12,0,0,0,0
87,53,8,6,27,2,1,0,5,0,0,0,5,39,9,0.09433962264150944,0.7358490566037735,0,4.612459785152563,8,1,0,0,1
88,190,6,4,169,2,0,0,6,0,0,0,66,64,60,0.3473684210526316,0.3368421052631579,0,3.6425275782778295,58,0,0,0,0
89,50,5,11,22,3,0,0,4,0,0,0,4,38,8,0.08,0.76,0,4.593269689515108,7,0,0,0,1
90,215,7,2,105,2,2,1,4,1,1,0,53,96,66,0.24651162790697675,0.44651162790697674,0,4.19504582620775,62,0,0,0,0
91,22,3,7,0,2,0,0,2,0,0,0,1,16,5,0.045454545454545456,0.7272727272727273,0,3.970573095811685,4,0,0,0,1
92,21,4,0,7,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,3.9754180179138334,4,0,0,0,1
93,51,12,11,17,2,2,0,3,0,0,0,1,42,8,0.0196078431372549,0.8235294117647058,0,4.360781165705199,7,0,0,0,0
94,27,5,8,3,2,0,0,3,0,0,0,0,21,6,0.0,0.7777777777777778,0,3.676390632579626,5,0,0,0,1
95,62,14,3,34,2,4,0,4,0,0,0,6,44,12,0.0967741935483871,0.7096774193548387,0,4.3834853751408405,11,0,0,0,0
96,51,7,0,34,3,0,0,5,0,0,0,3,39,9,0.058823529411764705,0.7647058823529411,0,4.1375101471186735,8,0,0,0,1
97,28,16,0,0,1,0,0,2,0,0,0,0,24,4,0.0,0.8571428571428571,0,4.021640636343318,3,0,0,0,1
98,59,14,3,31,2,2,0,4,0,0,0,0,50,9,0.0,0.847457627118644,0,4.469353591984652,8,0,0,0,0
99,59,18,0,14,2,0,0,3,1,2,0,10,39,10,0.1694915254237288,0.6610169491525424,0,4.522662863641036,9,0,0,0,0
100,174,6,4,108,2,4,1,7,1,3,0,25,126,23,0.14367816091954022,0.7241379310344828,0,5.585342546308007,22,0,0,0,1
101,25,14,0,0,1,1,0,2,0,0,0,6,14,5,0.24,0.56,0,4.023465189601647,4,0,0,0,1
102,52,9,0,32,2,2,0,4,0,0,0,12,31,9,0.23076923076923078,0.5961538461538461,0,4.481515141501589,8,0,0,0,0
103,102,11,12,12,3,1,0,4,1,3,0,27,60,15,0.2647058823529412,0.5882352941176471,0,4.946237843154684,14,0,0,0,1
104,40,8,20,0,2,0,0,2,0,0,0,0,35,5,0.0,0.875,0,3.7445884966423413,4,0,0,0,1
105,22,3,1,7,2,0,0,3,0,0,0,0,16,6,0.0,0.7272727272727273,0,3.8453509366224363,5,0,0,0,1
106,21,4,0,7,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,3.9754180179138334,4,0,0,0,1
107,39,8,14,5,2,0,0,3,0,0,0,4,29,6,0.10256410256410256,0.7435897435897436,0,4.192346052629154,5,0,0,0,0
108,21,3,0,8,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,3.8442328987631917,4,0,0,0,1
109,56,6,13,25,2,0,0,5,0,0,0,3,45,8,0.05357142857142857,0.8035714285714286,0,4.6445082170796805,7,0,0,0,1
110,44,3,25,1,4,1,0,3,1,1,0,1,32,11,0.022727272727272728,0.7272727272727273,0,4.299896391167891,9,0,0,0,1
111,21,4,0,7,1,0,0,3,0,0,0,1,15,5,0.047619047619047616,0.7142857142857143,0,3.5178160905596996,4,0,0,0,1
112,21,4,0,7,1,0,0,3,0,0,0,0,16,5,0.0,0.7619047619047619,0,3.9754180179138334,4,0,0,0,1
113,103,4,3,85,2,8,0,6,0,0,0,8,78,17,0.07766990291262135,0.7572815533980582,0,4.63725860005403,16,0,0,0,0
114,60,6,3,39,3,6,0,3,0,0,0,6,41,13,0.1,0.6833333333333333,0,4.310383096578171,12,0,0,0,0
115,33,11,10,0,2,1,0,2,0,0,0,0,27,6,0.0,0.8181818181818182,0,3.9653141049815805,5,0,0,0,1
116,78,8,13,45,3,6,0,5,0,0,0,6,57,15,0.07692307692307693,0.7307692307692307,0,4.300693808762042,14,0,0,0,0
117,22,3,1,7,2,0,0,3,0,0,0,0,16,6,0.0,0.7272727272727273,0,3.8796640049025943,5,0,0,0,1
118,50,17,0,23,2,0,0,6,0,0,0,3,38,9,0.06,0.76,0,4.368367439558377,8,0,0,0,0
119,90,14,3,61,2,5,0,6,0,0,0,0,76,14,0.0,0.8444444444444444,0,4.142815775389647,13,0,0,0,0
120,25,3,0,7,1,1,0,3,1,1,0,1,16,8,0.04,0.64,0,4.1336606896881865,7,0,0,0,1
121,70,14,0,46,2,3,0,4,0,0,0,0,60,10,0.0,0.8571428571428571,0,4.388590567916904,9,0,0,0,0
